client,true_value,geo_value 
c11099,6,4
c11100,5,4
c11101,3,5
c11102,5,5
c11103,9,1
c11104,3,10
c11105,8,8
c11106,6,5
c11107,7,7
c11108,9,8
c11109,3,7
c11110,3,6
c11111,6,4
c11112,4,4
c11113,3,7
c11114,4,5
c11115,7,4
c11116,6,4
c11117,4,5
c11118,8,8
c11119,4,4
c11120,6,6
c11121,2,1
c11122,3,7
c11123,3,6
c11124,1,9
c11125,6,4
c11126,6,3
c11127,3,2
c11128,5,6
c11129,5,5
c11130,6,4
c11131,2,9
c11132,3,7
c11133,7,6
c11134,5,4
c11135,2,2
c11136,7,7
c11137,10,10
c11138,7,4
c11139,4,6
c11140,7,7
c11141,6,4
c11142,7,8
c11143,4,6
c11144,2,5
c11145,4,5
c11146,4,9
c11147,3,7
c11148,5,4
c11149,4,5
c11150,8,2
c11151,6,6
c11152,5,5
c11153,9,10
c11154,6,9
c11155,2,2
c11156,4,1
c11157,4,5
c11158,4,6
c11159,5,6
c11160,10,10
c11161,3,7
c11162,5,6
c11163,7,7
c11164,5,3
c11165,5,4
c11166,5,6
c11167,5,5
c11168,5,9
c11169,5,4
c11170,3,1
c11171,5,6
c11172,6,6
c11173,6,4
c11174,4,6
c11175,5,5
c11176,4,5
c11177,4,5
c11178,7,4
c11179,4,5
c11180,4,5
c11181,4,4
c11182,5,7
c11183,5,4
c11184,6,4
c11185,5,6
c11186,5,6
c11187,8,8
c11188,5,6
c11189,4,6
c11190,2,1
c11191,6,4
c11192,6,5
c11193,4,5
c11194,6,2
c11195,5,5
c11196,5,6
c11197,4,4
c11198,4,2
c11199,7,8
c11200,9,8
c11201,6,5
c11202,5,5
c11203,5,6
c11204,6,6
c11205,5,6
c11206,4,5
c11207,6,7
c11208,2,1
c11209,6,6
c11210,5,4
c11211,6,5
c11212,3,9
c11213,4,6
c11214,5,6
c11215,4,6
c11216,3,1
c11217,7,4
c11218,8,9
c11219,2,8
c11220,3,6
c11221,3,9
c11222,6,3
c11223,8,2
c11224,5,5
c11225,7,5
c11226,2,3
c11227,7,1
c11228,6,6
c11229,3,3
c11230,8,10
c11231,3,7
c11232,4,6
c11233,7,4
c11234,5,4
c11235,6,4
c11236,4,4
c11237,5,6
c11238,4,6
c11239,6,6
c11240,4,8
c11241,8,8
c11242,2,2
c11243,4,8
c11244,7,3
c11245,6,4
c11246,3,9
c11247,6,5
c11248,6,4
c11249,7,6
c11250,7,7
c11251,5,4
c11252,4,6
c11253,7,7
c11254,4,6
c11255,2,8
c11256,10,1
c11257,4,6
c11258,4,4
c11259,5,5
c11260,8,1
c11261,5,5
c11262,2,8
c11263,5,6
c11264,7,9
c11265,7,7
c11266,4,4
c11267,6,9
c11268,2,10
c11269,4,6
c11270,5,6
c11271,6,5
c11272,5,6
c11273,6,5
c11274,6,6
c11275,5,6
c11276,5,5
c11277,4,4
c11278,5,5
c11279,6,6
c11280,3,3
c11281,3,7
c11282,5,5
c11283,3,3
c11284,5,5
c11285,6,6
c11286,5,4
c11287,4,6
c11288,4,5
c11289,2,9
c11290,7,7
c11291,5,5
c11292,7,1
c11293,7,3
c11294,4,5
c11295,4,4
c11296,3,3
c11297,5,4
c11298,4,5
c11299,6,4
c11300,5,5
c11301,7,4
c11302,6,6
c11303,6,9
c11304,5,8
c11305,5,4
c11306,7,2
c11307,5,4
c11308,6,4
c11309,4,6
c11310,7,7
c11311,5,4
c11312,4,4
c11313,6,6
c11314,5,5
c11315,5,5
c11316,4,3
c11317,4,4
c11318,6,5
c11319,1,9
c11320,6,4
c11321,6,4
c11322,3,3
c11323,5,5
c11324,6,4
c11325,6,5
c11326,5,6
c11327,4,4
c11328,7,3
c11329,6,4
c11330,4,4
c11331,6,10
c11332,3,7
c11333,3,1
c11334,2,10
c11335,5,5
c11336,3,4
c11337,3,6
c11338,7,7
c11339,5,5
c11340,5,6
c11341,5,4
c11342,5,6
c11343,4,3
c11344,6,6
c11345,8,1
c11346,6,7
c11347,8,9
c11348,8,9
c11349,5,5
c11350,5,8
c11351,2,2
c11352,7,7
c11353,5,5
c11354,4,4
c11355,5,5
c11356,5,4
c11357,4,4
c11358,3,10
c11359,5,8
c11360,7,3
c11361,7,7
c11362,4,4
c11363,3,7
c11364,3,3
c11365,6,6
c11366,7,3
c11367,5,5
c11368,2,7
c11369,5,1
c11370,6,4
c11371,7,7
c11372,9,8
c11373,6,4
c11374,5,6
c11375,5,5
c11376,8,7
c11377,5,6
c11378,4,4
c11379,4,5
c11380,7,7
c11381,7,5
c11382,4,1
c11383,6,6
c11384,7,7
c11385,4,6
c11386,4,6
c11387,5,4
c11388,4,4
c11389,5,4
c11390,5,6
c11391,4,4
c11392,5,4
c11393,5,4
c11394,5,6
c11395,4,5
c11396,7,5
c11397,6,4
c11398,5,5
c11399,3,5
c11400,4,6
c11401,4,4
c11402,6,6
c11403,6,4
c11404,3,1
c11405,4,4
c11406,5,5
c11407,1,10
c11408,6,6
c11409,6,8
c11410,4,6
c11411,2,3
c11412,9,10
c11413,2,2
c11414,6,6
c11415,2,9
c11416,4,4
c11417,7,8
c11418,2,7
c11419,6,4
c11420,5,9
c11421,4,7
c11422,4,5
c11423,5,4
c11424,5,6
c11425,3,3
c11426,5,8
c11427,3,7
c11428,5,4
c11429,3,3
c11430,6,4
c11431,3,9
c11432,6,4
c11433,4,4
c11434,7,7
c11435,5,6
c11436,5,5
c11437,6,5
c11438,9,2
c11439,7,7
c11440,7,7
c11441,7,8
c11442,4,5
c11443,2,8
c11444,5,1
c11445,6,6
c11446,5,5
c11447,5,5
c11448,4,7
c11449,6,6
c11450,3,2
c11451,4,4
c11452,7,3
c11453,6,10
c11454,7,1
c11455,5,5
c11456,3,5
c11457,6,5
c11458,7,2
c11459,7,2
c11460,5,4
c11461,6,6
c11462,5,6
c11463,6,6
c11464,4,4
c11465,2,1
c11466,4,5
c11467,7,3
c11468,4,4
c11469,5,1
c11470,8,5
c11471,1,10
c11472,7,3
c11473,5,5
c11474,7,8
c11475,4,4
c11476,5,4
c11477,6,6
c11478,8,2
c11479,6,10
c11480,6,6
c11481,5,6
c11482,5,6
c11483,4,5
c11484,6,4
c11485,4,5
c11486,4,4
c11487,8,9
c11488,4,6
c11489,3,3
c11490,5,6
c11491,5,6
c11492,6,5
c11493,5,5
c11494,7,4
c11495,5,4
c11496,5,4
c11497,6,6
c11498,3,8
c11499,6,6
c11500,3,4
c11501,6,5
c11502,5,6
c11503,7,9
c11504,4,7
c11505,3,4
c11506,7,8
c11507,7,3
c11508,4,9
c11509,6,6
c11510,7,9
c11511,5,5
c11512,4,4
c11513,5,1
c11514,4,5
c11515,6,5
c11516,5,5
c11517,4,5
c11518,5,10
c11519,6,6
c11520,7,2
c11521,3,3
c11522,2,8
c11523,6,5
c11524,7,1
c11525,5,4
c11526,3,6
c11527,6,4
c11528,6,4
c11529,7,1
c11530,6,4
c11531,7,6
c11532,4,6
c11533,4,6
c11534,6,4
c11535,4,6
c11536,7,7
c11537,6,6
c11538,9,10
c11539,3,3
c11540,5,4
c11541,5,6
c11542,7,7
c11543,7,7
c11544,1,9
c11545,5,6
c11546,4,4
c11547,5,9
c11548,6,7
c11549,5,5
c11550,4,4
c11551,8,10
c11552,4,10
c11553,6,6
c11554,4,6
c11555,6,5
c11556,2,1
c11557,6,1
c11558,4,3
c11559,7,10
c11560,5,5
c11561,6,4
c11562,5,6
c11563,8,9
c11564,8,2
c11565,5,8
c11566,3,10
c11567,4,7
c11568,3,7
c11569,4,1
c11570,5,6
c11571,4,6
c11572,6,5
c11573,4,6
c11574,2,8
c11575,5,5
c11576,9,8
c11577,4,4
c11578,4,4
c11579,3,7
c11580,5,4
c11581,6,6
c11582,4,5
c11583,4,4
c11584,9,2
c11585,3,7
c11586,6,5
c11587,2,1
c11588,5,4
c11589,5,4
c11590,7,4
c11591,5,5
c11592,3,10
c11593,5,4
c11594,8,2
c11595,4,5
c11596,7,3
c11597,4,4
c11598,5,6
c11599,3,7
c11600,4,6
c11601,6,7
c11602,3,8
c11603,6,5
c11604,6,8
c11605,5,5
c11606,6,4
c11607,4,7
c11608,5,3
c11609,5,6
c11610,4,4
c11611,2,10
c11612,5,4
c11613,3,7
c11614,4,7
c11615,6,6
c11616,6,7
c11617,7,3
c11618,6,6
c11619,6,5
c11620,8,8
c11621,4,3
c11622,5,5
c11623,4,4
c11624,3,3
c11625,2,10
c11626,4,6
c11627,7,2
c11628,5,5
c11629,3,4
c11630,5,4
c11631,3,7
c11632,6,6
c11633,6,6
c11634,5,10
c11635,4,2
c11636,4,4
c11637,5,3
c11638,6,6
c11639,5,4
c11640,7,8
c11641,5,4
c11642,5,3
c11643,5,4
c11644,5,5
c11645,4,4
c11646,5,4
c11647,5,5
c11648,6,6
c11649,5,3
c11650,7,10
c11651,5,4
c11652,7,3
c11653,4,4
c11654,4,7
c11655,7,3
c11656,3,7
c11657,2,3
c11658,2,9
c11659,6,3
c11660,5,6
c11661,7,10
c11662,5,4
c11663,6,6
c11664,5,5
c11665,2,9
c11666,6,6
c11667,4,6
c11668,8,10
c11669,5,5
c11670,6,6
c11671,5,4
c11672,6,4
c11673,7,3
c11674,3,6
c11675,6,6
c11676,8,3
c11677,3,3
c11678,5,5
c11679,5,4
c11680,1,2
c11681,3,7
c11682,6,6
c11683,7,7
c11684,7,4
c11685,4,6
c11686,6,4
c11687,5,5
c11688,2,8
c11689,3,1
c11690,4,2
c11691,5,5
c11692,4,5
c11693,4,2
c11694,4,6
c11695,1,10
c11696,3,8
c11697,3,1
c11698,2,7
c11699,5,6
c11700,7,7
c11701,6,6
c11702,6,4
c11703,8,8
c11704,9,10
c11705,6,4
c11706,8,10
c11707,9,8
c11708,7,10
c11709,4,5
c11710,9,9
c11711,6,6
c11712,5,10
c11713,6,6
c11714,2,4
c11715,7,8
c11716,3,9
c11717,3,3
c11718,4,8
c11719,4,6
c11720,6,5
c11721,3,3
c11722,2,2
c11723,8,8
c11724,6,6
c11725,4,4
c11726,6,4
c11727,4,8
c11728,6,6
c11729,7,4
c11730,5,5
c11731,5,5
c11732,5,4
c11733,5,5
c11734,7,3
c11735,6,6
c11736,4,5
c11737,6,4
c11738,3,6
c11739,6,4
c11740,8,2
c11741,1,7
c11742,4,5
c11743,2,8
c11744,3,5
c11745,4,4
c11746,7,7
c11747,5,5
c11748,5,4
c11749,5,4
c11750,7,7
c11751,7,7
c11752,4,6
c11753,5,6
c11754,3,8
c11755,6,5
c11756,5,7
c11757,2,8
c11758,4,4
c11759,4,5
c11760,7,2
c11761,4,4
c11762,5,5
c11763,4,4
c11764,5,5
c11765,6,5
c11766,6,4
c11767,4,1
c11768,2,2
c11769,5,4
c11770,4,6
c11771,5,6
c11772,7,8
c11773,3,3
c11774,3,3
c11775,5,4
c11776,7,3
c11777,7,3
c11778,1,5
c11779,7,7
c11780,4,4
c11781,4,6
c11782,7,2
c11783,7,10
c11784,6,5
c11785,4,4
c11786,6,4
c11787,4,4
c11788,5,5
c11789,3,3
c11790,3,8
c11791,8,9
c11792,5,5
c11793,7,7
c11794,2,10
c11795,7,3
c11796,6,4
c11797,6,5
c11798,5,4
c11799,6,4
c11800,6,6
c11801,6,6
c11802,4,6
c11803,8,2
c11804,4,6
c11805,4,6
c11806,7,7
c11807,3,3
c11808,5,5
c11809,4,6
c11810,2,8
c11811,3,4
c11812,8,3
c11813,4,6
c11814,5,6
c11815,7,7
c11816,5,3
c11817,6,6
c11818,5,5
c11819,4,10
c11820,4,6
c11821,5,6
c11822,7,6
c11823,7,8
c11824,4,5
c11825,6,5
c11826,6,4
c11827,7,3
c11828,4,6
c11829,4,4
c11830,7,9
c11831,7,1
c11832,6,4
c11833,2,5
c11834,9,10
c11835,3,7
c11836,6,5
c11837,4,4
c11838,5,6
c11839,4,6
c11840,5,10
c11841,4,4
c11842,2,2
c11843,4,6
c11844,4,5
c11845,6,6
c11846,3,10
c11847,4,2
c11848,2,8
c11849,4,10
c11850,7,3
c11851,5,5
c11852,6,5
c11853,5,5
c11854,5,5
c11855,6,4
c11856,6,4
c11857,6,5
c11858,5,4
c11859,5,4
c11860,5,5
c11861,6,4
c11862,4,4
c11863,6,6
c11864,7,7
c11865,6,9
c11866,6,6
c11867,6,5
c11868,4,5
c11869,5,5
c11870,6,5
c11871,5,6
c11872,6,6
c11873,5,4
c11874,2,1
c11875,5,5
c11876,4,5
c11877,5,6
c11878,3,6
c11879,5,4
c11880,6,5
c11881,5,6
c11882,7,7
c11883,4,6
c11884,5,6
c11885,6,4
c11886,7,3
c11887,5,6
c11888,6,5
c11889,4,4
c11890,4,4
c11891,6,6
c11892,5,5
c11893,6,6
c11894,2,2
c11895,7,8
c11896,5,5
c11897,3,5
c11898,5,6
c11899,7,7
c11900,6,6
c11901,7,8
c11902,8,2
c11903,5,6
c11904,6,4
c11905,6,4
c11906,5,6
c11907,5,7
c11908,2,10
c11909,4,5
c11910,7,9
c11911,5,5
c11912,4,6
c11913,6,6
c11914,3,5
c11915,7,7
c11916,7,10
c11917,3,7
c11918,5,5
c11919,7,7
c11920,4,8
c11921,6,6
c11922,4,1
c11923,7,6
c11924,4,5
c11925,6,5
c11926,4,5
c11927,6,5
c11928,3,10
c11929,4,4
c11930,6,1
c11931,3,2
c11932,6,6
c11933,6,6
c11934,1,2
c11935,5,4
c11936,3,3
c11937,6,5
c11938,3,3
c11939,8,9
c11940,3,7
c11941,8,1
c11942,4,10
c11943,4,9
c11944,7,7
c11945,5,6
c11946,3,5
c11947,5,6
c11948,5,5
c11949,7,3
c11950,4,4
c11951,9,9
c11952,4,6
c11953,5,4
c11954,5,4
c11955,3,6
c11956,9,3
c11957,4,2
c11958,5,5
c11959,4,6
c11960,3,10
c11961,2,1
c11962,7,8
c11963,5,6
c11964,5,8
c11965,4,2
c11966,6,4
c11967,2,7
c11968,4,5
c11969,2,8
c11970,4,6
c11971,4,9
c11972,5,5
c11973,3,5
c11974,8,10
c11975,3,8
c11976,4,7
c11977,4,2
c11978,4,4
c11979,4,6
c11980,5,3
c11981,6,4
c11982,6,4
c11983,3,7
c11984,6,8
c11985,3,7
c11986,6,4
c11987,6,4
c11988,5,5
c11989,5,5
c11990,4,6
c11991,4,4
c11992,4,5
c11993,4,6
c11994,7,7
c11995,6,5
c11996,4,7
c11997,3,8
c11998,5,5
c11999,5,5
c12000,1,9
c12001,5,8
c12002,3,8
c12003,6,6
c12004,4,4
c12005,6,5
c12006,7,3
c12007,5,5
c12008,3,7
c12009,5,6
c12010,5,5
c12011,4,5
c12012,4,6
c12013,4,4
c12014,6,1
c12015,7,10
c12016,3,5
c12017,6,7
c12018,5,5
c12019,6,3
c12020,5,5
c12021,4,6
c12022,3,7
c12023,7,3
c12024,3,7
c12025,5,7
c12026,4,4
c12027,5,4
c12028,5,5
c12029,6,4
c12030,4,6
c12031,1,6
c12032,4,5
c12033,8,9
c12034,5,6
c12035,7,7
c12036,6,4
c12037,6,1
c12038,7,6
c12039,5,5
c12040,5,6
c12041,9,9
c12042,8,9
c12043,6,1
c12044,5,4
c12045,5,5
c12046,6,6
c12047,8,8
c12048,8,1
c12049,3,10
c12050,6,5
c12051,2,2
c12052,6,4
c12053,8,5
c12054,3,7
c12055,5,4
c12056,4,5
c12057,5,5
c12058,4,6
c12059,6,4
c12060,1,7
c12061,5,4
c12062,5,4
c12063,6,2
c12064,8,8
c12065,5,7
c12066,6,4
c12067,6,6
c12068,5,5
c12069,6,8
c12070,6,6
c12071,2,9
c12072,3,7
c12073,7,5
c12074,4,6
c12075,7,4
c12076,6,6
c12077,5,5
c12078,4,5
c12079,6,6
c12080,5,6
c12081,5,6
c12082,5,4
c12083,6,3
c12084,5,5
c12085,5,6
c12086,5,4
c12087,2,1
c12088,4,4
c12089,2,4
c12090,4,5
c12091,7,1
c12092,5,5
c12093,6,6
c12094,5,5
c12095,4,6
c12096,6,4
c12097,4,2
c12098,4,4
c12099,5,6
c12100,5,5
c12101,6,5
c12102,5,4
c12103,6,4
c12104,7,7
c12105,6,3
c12106,4,8
c12107,2,8
c12108,5,4
c12109,5,6
c12110,3,3
c12111,5,4
c12112,4,5
c12113,4,7
c12114,3,4
c12115,6,4
c12116,8,1
c12117,4,2
c12118,3,3
c12119,4,4
c12120,5,6
c12121,4,3
c12122,7,7
c12123,4,6
c12124,6,6
c12125,4,1
c12126,5,6
c12127,1,8
c12128,5,6
c12129,7,8
c12130,6,5
c12131,5,4
c12132,7,7
c12133,5,4
c12134,2,2
c12135,3,3
c12136,2,8
c12137,6,5
c12138,4,5
c12139,6,6
c12140,7,9
c12141,3,3
c12142,8,2
c12143,5,6
c12144,2,9
c12145,5,4
c12146,3,1
c12147,8,7
c12148,4,6
c12149,4,6
c12150,7,3
c12151,5,6
c12152,2,10
c12153,5,4
c12154,8,10
c12155,3,3
c12156,4,5
c12157,7,6
c12158,6,4
c12159,5,8
c12160,9,9
c12161,5,6
c12162,8,8
c12163,5,4
c12164,3,6
c12165,4,1
c12166,6,4
c12167,3,9
c12168,2,1
c12169,7,4
c12170,5,4
c12171,3,7
c12172,3,9
c12173,5,5
c12174,5,5
c12175,4,4
c12176,2,8
c12177,2,7
c12178,7,7
c12179,6,2
c12180,4,6
c12181,6,10
c12182,9,1
c12183,6,6
c12184,6,4
c12185,6,6
c12186,5,4
c12187,7,5
c12188,6,4
c12189,5,5
c12190,4,4
c12191,4,5
c12192,7,3
c12193,4,6
c12194,7,9
c12195,4,4
c12196,4,10
c12197,5,2
c12198,4,6
c12199,7,3
c12200,3,6
c12201,4,10
c12202,5,6
c12203,4,4
c12204,5,5
c12205,6,6
c12206,5,4
c12207,5,6
c12208,4,6
c12209,8,8
c12210,8,3
c12211,4,4
c12212,8,8
c12213,5,4
c12214,5,5
c12215,6,2
c12216,2,2
c12217,6,4
c12218,4,7
c12219,5,9
c12220,3,3
c12221,3,8
c12222,7,5
c12223,4,6
c12224,7,10
c12225,7,3
c12226,7,3
c12227,5,6
c12228,3,7
c12229,1,1
c12230,7,4
c12231,6,6
c12232,7,7
c12233,5,6
c12234,3,6
c12235,5,6
c12236,4,6
c12237,5,6
c12238,7,3
c12239,5,6
c12240,8,2
c12241,6,6
c12242,4,7
c12243,3,3
c12244,5,5
c12245,4,5
c12246,5,5
c12247,4,1
c12248,5,5
c12249,5,6
c12250,2,8
c12251,5,7
c12252,4,10
c12253,3,4
c12254,4,5
c12255,3,5
c12256,7,3
c12257,4,4
c12258,7,3
c12259,8,3
c12260,5,5
c12261,6,7
c12262,6,6
c12263,7,6
c12264,4,5
c12265,4,2
c12266,3,10
c12267,2,10
c12268,8,9
c12269,4,6
c12270,5,5
c12271,3,4
c12272,5,4
c12273,3,6
c12274,4,1
c12275,5,2
c12276,5,6
c12277,3,3
c12278,5,2
c12279,5,6
c12280,7,1
c12281,3,7
c12282,2,3
c12283,8,10
c12284,4,7
c12285,6,7
c12286,5,6
c12287,4,5
c12288,6,6
c12289,6,4
c12290,7,4
c12291,5,4
c12292,5,5
c12293,5,6
c12294,3,2
c12295,4,1
c12296,9,7
c12297,5,6
c12298,4,4
c12299,5,4
c12300,4,5
c12301,5,4
c12302,4,5
c12303,4,4
c12304,4,4
c12305,6,4
c12306,6,9
c12307,4,7
c12308,5,1
c12309,7,7
c12310,2,8
c12311,4,6
c12312,5,5
c12313,3,3
c12314,5,5
c12315,5,9
c12316,4,6
c12317,2,2
c12318,5,6
c12319,4,4
c12320,5,1
c12321,5,6
c12322,5,4
c12323,6,6
c12324,3,3
c12325,6,5
c12326,4,6
c12327,6,4
c12328,5,7
c12329,7,8
c12330,2,5
c12331,6,4
c12332,4,6
c12333,3,7
c12334,4,6
c12335,6,5
c12336,4,6
c12337,5,4
c12338,4,6
c12339,4,2
c12340,9,2
c12341,3,1
c12342,3,7
c12343,3,7
c12344,7,2
c12345,3,8
c12346,6,5
c12347,4,5
c12348,7,7
c12349,6,5
c12350,3,1
c12351,8,3
c12352,5,5
c12353,4,4
c12354,6,4
c12355,7,3
c12356,5,4
c12357,9,4
c12358,5,5
c12359,6,5
c12360,2,7
c12361,5,5
c12362,5,7
c12363,4,6
c12364,9,10
c12365,6,6
c12366,5,5
c12367,8,2
c12368,4,5
c12369,5,10
c12370,6,6
c12371,6,9
c12372,4,4
c12373,5,4
c12374,5,5
c12375,4,8
c12376,3,3
c12377,2,8
c12378,3,5
c12379,4,6
c12380,5,6
c12381,6,4
c12382,4,5
c12383,7,3
c12384,5,5
c12385,7,3
c12386,4,4
c12387,6,6
c12388,7,7
c12389,8,10
c12390,5,6
c12391,7,8
c12392,3,3
c12393,5,7
c12394,4,6
c12395,5,5
c12396,6,5
c12397,5,4
c12398,6,4
c12399,4,4
c12400,2,10
c12401,5,5
c12402,5,5
c12403,6,6
c12404,7,2
c12405,6,10
c12406,2,2
c12407,3,4
c12408,5,6
c12409,4,4
c12410,6,8
c12411,6,4
c12412,6,4
c12413,3,3
c12414,6,6
c12415,5,5
c12416,5,6
c12417,4,8
c12418,3,9
c12419,4,4
c12420,4,8
c12421,8,7
c12422,3,7
c12423,6,2
c12424,7,10
c12425,5,6
c12426,4,4
c12427,1,1
c12428,5,6
c12429,5,6
c12430,5,6
c12431,8,3
c12432,7,7
c12433,2,8
c12434,3,8
c12435,6,6
c12436,5,5
c12437,2,10
c12438,3,8
c12439,2,8
c12440,7,9
c12441,5,5
c12442,7,3
c12443,7,7
c12444,7,9
c12445,7,6
c12446,5,6
c12447,5,4
c12448,5,5
c12449,5,10
c12450,4,4
c12451,4,4
c12452,2,8
c12453,6,6
c12454,6,6
c12455,4,7
c12456,6,6
c12457,3,8
c12458,3,7
c12459,6,4
c12460,4,6
c12461,3,7
c12462,3,7
c12463,3,10
c12464,7,7
c12465,4,8
c12466,4,1
c12467,3,7
c12468,6,6
c12469,6,7
c12470,7,10
c12471,6,5
c12472,8,8
c12473,8,8
c12474,5,6
c12475,7,7
c12476,6,6
c12477,4,5
c12478,8,2
c12479,5,10
c12480,8,1
c12481,6,8
c12482,7,4
c12483,4,4
c12484,6,4
c12485,3,10
c12486,7,7
c12487,7,6
c12488,5,6
c12489,5,5
c12490,5,5
c12491,5,5
c12492,4,5
c12493,6,4
c12494,4,4
c12495,6,6
c12496,4,6
c12497,5,6
c12498,6,5
c12499,2,9
c12500,6,5
c12501,7,3
c12502,4,2
c12503,7,5
c12504,4,6
c12505,1,9
c12506,4,6
c12507,5,5
c12508,6,6
c12509,3,1
c12510,6,1
c12511,3,1
c12512,3,3
c12513,3,7
c12514,8,7
c12515,2,8
c12516,4,10
c12517,6,6
c12518,6,6
c12519,4,2
c12520,6,2
c12521,4,5
c12522,6,4
c12523,3,9
c12524,5,4
c12525,4,4
c12526,3,3
c12527,3,3
c12528,8,9
c12529,6,6
c12530,6,9
c12531,4,5
c12532,6,5
c12533,6,7
c12534,5,10
c12535,5,4
c12536,2,1
c12537,7,10
c12538,7,7
c12539,3,4
c12540,4,6
c12541,4,8
c12542,5,5
c12543,4,5
c12544,6,7
c12545,7,3
c12546,3,7
c12547,6,2
c12548,6,5
c12549,3,5
c12550,4,4
c12551,6,1
c12552,6,6
c12553,3,3
c12554,5,4
c12555,5,4
c12556,8,8
c12557,3,7
c12558,4,6
c12559,6,6
c12560,8,2
c12561,5,6
c12562,3,3
c12563,6,5
c12564,5,4
c12565,5,5
c12566,5,7
c12567,6,2
c12568,8,7
c12569,7,7
c12570,5,5
c12571,4,3
c12572,6,4
c12573,7,5
c12574,2,2
c12575,5,4
c12576,6,7
c12577,5,5
c12578,7,3
c12579,5,5
c12580,6,1
c12581,6,6
c12582,5,4
c12583,3,7
c12584,4,6
c12585,4,7
c12586,7,3
c12587,5,6
c12588,5,5
c12589,7,8
c12590,7,1
c12591,5,4
c12592,6,5
c12593,6,6
c12594,7,4
c12595,4,4
c12596,10,7
c12597,5,5
c12598,5,5
c12599,5,6
c12600,4,6
c12601,5,5
c12602,1,1
c12603,4,1
c12604,6,6
c12605,6,5
c12606,7,9
c12607,2,9
c12608,7,1
c12609,3,5
c12610,5,4
c12611,4,6
c12612,9,1
c12613,6,4
c12614,6,6
c12615,10,9
c12616,3,3
c12617,5,6
c12618,8,7
c12619,8,9
c12620,4,7
c12621,4,5
c12622,4,6
c12623,5,4
c12624,5,5
c12625,6,4
c12626,4,6
c12627,4,6
c12628,7,6
c12629,4,3
c12630,3,7
c12631,4,2
c12632,1,1
c12633,7,6
c12634,5,4
c12635,5,5
c12636,4,5
c12637,6,8
c12638,4,2
c12639,5,2
c12640,5,6
c12641,4,4
c12642,5,5
c12643,6,4
c12644,5,5
c12645,3,4
c12646,3,3
c12647,3,6
c12648,7,6
c12649,3,3
c12650,6,6
c12651,4,6
c12652,4,4
c12653,3,8
c12654,4,4
c12655,5,6
c12656,6,5
c12657,2,1
c12658,6,6
c12659,4,4
c12660,5,5
c12661,7,3
c12662,6,5
c12663,5,4
c12664,4,4
c12665,7,3
c12666,6,1
c12667,5,5
c12668,6,4
c12669,7,3
c12670,4,6
c12671,5,4
c12672,4,5
c12673,4,4
c12674,4,4
c12675,4,4
c12676,5,4
c12677,5,6
c12678,5,7
c12679,5,5
c12680,7,6
c12681,4,5
c12682,6,4
c12683,6,6
c12684,6,1
c12685,5,6
c12686,5,4
c12687,6,7
c12688,2,1
c12689,2,8
c12690,8,1
c12691,6,6
c12692,6,5
c12693,6,2
c12694,4,6
c12695,8,9
c12696,3,5
c12697,6,6
c12698,2,1
c12699,4,4
c12700,6,7
c12701,6,4
c12702,7,4
c12703,6,8
c12704,6,9
c12705,4,4
c12706,1,2
c12707,4,2
c12708,6,4
c12709,6,6
c12710,5,4
c12711,4,9
c12712,5,6
c12713,8,10
c12714,7,2
c12715,7,1
c12716,6,4
c12717,4,4
c12718,4,4
c12719,4,6
c12720,5,2
c12721,5,5
c12722,4,6
c12723,6,4
c12724,5,4
c12725,5,1
c12726,8,8
c12727,5,6
c12728,5,5
c12729,3,7
c12730,6,1
c12731,7,9
c12732,5,5
c12733,5,4
c12734,5,5
c12735,5,5
c12736,9,9
c12737,3,9
c12738,5,5
c12739,4,6
c12740,6,4
c12741,6,4
c12742,6,6
c12743,6,6
c12744,6,6
c12745,4,5
c12746,5,4
c12747,7,4
c12748,7,3
c12749,5,6
c12750,7,2
c12751,1,9
c12752,7,3
c12753,5,5
c12754,4,6
c12755,2,9
c12756,5,6
c12757,7,1
c12758,5,4
c12759,4,4
c12760,3,3
c12761,7,7
c12762,6,5
c12763,6,4
c12764,3,3
c12765,5,5
c12766,6,3
c12767,4,6
c12768,4,5
c12769,4,2
c12770,3,9
c12771,5,5
c12772,5,5
c12773,5,10
c12774,3,6
c12775,8,8
c12776,4,5
c12777,3,7
c12778,5,6
c12779,4,7
c12780,3,9
c12781,2,2
c12782,5,6
c12783,4,3
c12784,6,6
c12785,4,3
c12786,5,4
c12787,6,3
c12788,8,2
c12789,7,7
c12790,6,6
c12791,3,9
c12792,7,7
c12793,7,7
c12794,3,7
c12795,6,6
c12796,6,5
c12797,8,2
c12798,5,5
c12799,5,7
c12800,3,10
c12801,3,7
c12802,5,10
c12803,5,2
c12804,5,5
c12805,8,1
c12806,3,5
c12807,8,2
c12808,4,5
c12809,3,10
c12810,7,3
c12811,6,4
c12812,7,5
c12813,7,6
c12814,4,6
c12815,5,4
c12816,5,5
c12817,4,6
c12818,5,5
c12819,6,6
c12820,7,2
c12821,6,6
c12822,4,4
c12823,3,5
c12824,3,3
c12825,6,5
c12826,3,7
c12827,6,7
c12828,5,6
c12829,3,9
c12830,5,4
c12831,3,10
c12832,1,10
c12833,5,7
c12834,7,7
c12835,5,7
c12836,5,6
c12837,6,1
c12838,5,4
c12839,4,6
c12840,5,5
c12841,3,8
c12842,4,6
c12843,3,6
c12844,6,4
c12845,6,5
c12846,7,9
