client,true_value,mrr_value
c9742,8,40
c9743,25,36
c9744,70,54
c9745,6,69
c9746,43,43
c9747,2,83
c9748,12,14
c9749,4,57
c9750,61,74
c9751,17,4
c9752,14,89
c9753,10,51
c9754,8,8
c9755,1,8
c9756,35,59
c9757,4,41
c9758,11,11
c9759,10,94
c9760,14,74
c9761,63,24
c9762,38,38
c9763,11,11
c9764,43,43
c9765,2,34
c9766,5,19
c9767,2,43
c9768,25,45
c9769,34,50
c9770,2,35
c9771,31,55
c9772,3,34
c9773,25,21
c9774,1,23
c9775,18,18
c9776,10,54
c9777,1,2
c9778,8,65
c9779,25,72
c9780,19,31
c9781,6,69
c9782,32,32
c9783,28,70
c9784,48,47
c9785,39,39
c9786,15,27
c9787,1,42
c9788,9,21
c9789,13,64
c9790,7,7
c9791,18,10
c9792,70,70
c9793,6,64
c9794,1,97
c9795,79,76
c9796,7,71
c9797,32,11
c9798,12,54
c9799,23,5
c9800,1,82
c9801,6,4
c9802,10,14
c9803,9,20
c9804,38,27
c9805,14,66
c9806,15,21
c9807,4,4
c9808,6,1
c9809,29,66
c9810,38,7
c9811,16,16
c9812,20,52
c9813,8,91
c9814,9,9
c9815,35,68
c9816,31,3
c9817,41,74
c9818,4,22
c9819,2,2
c9820,28,1
c9821,2,90
c9822,3,19
c9823,7,8
c9824,8,79
c9825,14,67
c9826,1,1
c9827,47,64
c9828,28,4
c9829,64,58
c9830,28,28
c9831,5,73
c9832,28,52
c9833,30,23
c9834,44,71
c9835,1,1
c9836,26,65
c9837,1,42
c9838,19,84
c9839,52,46
c9840,4,4
c9841,2,6
c9842,9,40
c9843,4,37
c9844,25,81
c9845,15,13
c9846,7,100
c9847,49,85
c9848,4,27
c9849,7,10
c9850,26,26
c9851,36,36
c9852,35,44
c9853,3,36
c9854,16,30
c9855,5,51
c9856,12,55
c9857,13,13
c9858,6,80
c9859,8,15
c9860,22,90
c9861,5,88
c9862,44,75
c9863,20,91
c9864,41,41
c9865,6,11
c9866,9,9
c9867,16,16
c9868,35,23
c9869,46,10
c9870,31,76
c9871,16,16
c9872,9,60
c9873,1,22
c9874,1,99
c9875,23,61
c9876,29,55
c9877,9,94
c9878,5,5
c9879,2,52
c9880,22,89
c9881,38,43
c9882,7,91
c9883,13,48
c9884,41,19
c9885,2,17
c9886,5,81
c9887,6,91
c9888,22,94
c9889,19,63
c9890,8,60
c9891,1,80
c9892,7,81
c9893,17,78
c9894,79,15
c9895,6,6
c9896,39,69
c9897,2,71
c9898,12,44
c9899,26,65
c9900,13,25
c9901,51,24
c9902,30,8
c9903,12,99
c9904,18,18
c9905,24,66
c9906,65,75
c9907,8,8
c9908,16,87
c9909,34,41
c9910,4,4
c9911,7,82
c9912,31,57
c9913,10,74
c9914,15,93
c9915,4,28
c9916,33,2
c9917,62,62
c9918,10,60
c9919,22,75
c9920,40,55
c9921,11,1
c9922,4,4
c9923,3,58
c9924,16,14
c9925,8,8
c9926,43,92
c9927,1,80
c9928,7,67
c9929,2,89
c9930,22,52
c9931,32,44
c9932,24,94
c9933,7,45
c9934,41,41
c9935,6,10
c9936,28,67
c9937,24,63
c9938,1,5
c9939,7,46
c9940,23,23
c9941,2,47
c9942,41,18
c9943,19,26
c9944,12,27
c9945,20,44
c9946,3,94
c9947,49,7
c9948,16,54
c9949,4,58
c9950,2,2
c9951,44,3
c9952,6,11
c9953,22,18
c9954,4,68
c9955,4,96
c9956,2,100
c9957,17,58
c9958,33,70
c9959,7,21
c9960,3,1
c9961,4,3
c9962,43,54
c9963,64,64
c9964,41,17
c9965,10,67
c9966,81,87
c9967,74,14
c9968,32,29
c9969,7,6
c9970,28,72
c9971,10,10
c9972,21,46
c9973,54,37
c9974,60,78
c9975,24,17
c9976,16,16
c9977,21,78
c9978,7,46
c9979,46,52
c9980,31,49
c9981,84,15
c9982,18,37
c9983,20,97
c9984,4,21
c9985,4,12
c9986,17,91
c9987,42,13
c9988,1,64
c9989,19,54
c9990,27,27
c9991,14,16
c9992,18,67
c9993,8,10
c9994,12,12
c9995,21,44
c9996,4,35
c9997,10,10
c9998,5,34
c9999,27,38
c10000,1,1
c10001,37,85
c10002,10,21
c10003,11,61
c10004,52,65
c10005,7,90
c10006,2,19
c10007,19,15
c10008,26,21
c10009,8,27
c10010,26,1
c10011,11,11
c10012,12,78
c10013,8,64
c10014,39,39
c10015,16,50
c10016,41,41
c10017,21,90
c10018,53,77
c10019,26,47
c10020,11,35
c10021,63,58
c10022,10,75
c10023,32,36
c10024,6,43
c10025,14,5
c10026,52,48
c10027,10,83
c10028,1,98
c10029,1,94
c10030,10,59
c10031,6,6
c10032,5,93
c10033,34,34
c10034,9,50
c10035,9,42
c10036,23,1
c10037,59,13
c10038,28,28
c10039,17,19
c10040,4,4
c10041,14,6
c10042,20,70
c10043,35,5
c10044,22,47
c10045,3,90
c10046,5,2
c10047,20,100
c10048,41,80
c10049,45,10
c10050,13,86
c10051,19,61
c10052,2,5
c10053,4,79
c10054,24,60
c10055,3,3
c10056,3,45
c10057,9,98
c10058,2,2
c10059,41,36
c10060,22,3
c10061,11,1
c10062,4,4
c10063,3,41
c10064,64,63
c10065,19,90
c10066,9,66
c10067,10,10
c10068,1,36
c10069,30,94
c10070,15,54
c10071,11,25
c10072,23,13
c10073,3,91
c10074,22,81
c10075,5,29
c10076,55,53
c10077,2,100
c10078,20,20
c10079,11,52
c10080,7,7
c10081,11,48
c10082,20,28
c10083,27,27
c10084,10,63
c10085,19,49
c10086,3,2
c10087,23,98
c10088,24,38
c10089,32,97
c10090,33,57
c10091,34,63
c10092,6,63
c10093,12,12
c10094,8,9
c10095,34,11
c10096,4,4
c10097,9,37
c10098,33,33
c10099,2,36
c10100,2,56
c10101,66,26
c10102,11,11
c10103,18,79
c10104,27,55
c10105,11,8
c10106,11,93
c10107,2,99
c10108,38,40
c10109,3,100
c10110,3,48
c10111,1,97
c10112,9,58
c10113,9,2
c10114,9,27
c10115,19,82
c10116,42,29
c10117,17,53
c10118,51,71
c10119,13,73
c10120,21,11
c10121,27,98
c10122,20,90
c10123,13,21
c10124,6,6
c10125,7,28
c10126,7,29
c10127,1,21
c10128,38,2
c10129,26,41
c10130,49,49
c10131,9,96
c10132,31,33
c10133,10,70
c10134,4,76
c10135,19,55
c10136,3,22
c10137,7,47
c10138,34,92
c10139,24,54
c10140,6,60
c10141,45,53
c10142,45,90
c10143,4,98
c10144,12,20
c10145,9,33
c10146,1,98
c10147,12,12
c10148,50,60
c10149,16,72
c10150,21,86
c10151,24,28
c10152,11,20
c10153,4,38
c10154,17,22
c10155,8,64
c10156,5,60
c10157,10,73
c10158,44,90
c10159,8,25
c10160,20,20
c10161,15,94
c10162,4,4
c10163,40,80
c10164,12,88
c10165,12,36
c10166,6,97
c10167,14,14
c10168,23,59
c10169,18,15
c10170,34,31
c10171,56,27
c10172,40,64
c10173,93,66
c10174,23,13
c10175,13,86
c10176,11,11
c10177,3,68
c10178,1,1
c10179,45,45
c10180,1,35
c10181,28,55
c10182,16,21
c10183,46,32
c10184,9,67
c10185,21,25
c10186,9,9
c10187,3,41
c10188,8,57
c10189,1,43
c10190,9,79
c10191,1,78
c10192,44,40
c10193,3,3
c10194,26,43
c10195,25,26
c10196,48,39
c10197,28,28
c10198,1,7
c10199,2,13
c10200,10,74
c10201,52,69
c10202,4,15
c10203,10,10
c10204,7,73
c10205,8,8
c10206,29,41
c10207,2,70
c10208,26,99
c10209,14,56
c10210,25,6
c10211,37,90
c10212,15,48
c10213,13,4
c10214,4,70
c10215,29,91
c10216,13,37
c10217,34,84
c10218,22,55
c10219,3,19
c10220,21,3
c10221,20,95
c10222,32,45
c10223,21,26
c10224,8,65
c10225,9,50
c10226,8,23
c10227,75,30
c10228,16,32
c10229,5,45
c10230,47,23
c10231,1,18
c10232,7,61
c10233,53,35
c10234,53,53
c10235,7,10
c10236,13,13
c10237,38,69
c10238,28,70
c10239,4,26
c10240,34,75
c10241,67,67
c10242,37,75
c10243,31,98
c10244,2,3
c10245,35,68
c10246,19,30
c10247,13,65
c10248,67,74
c10249,18,93
c10250,24,65
c10251,4,4
c10252,8,8
c10253,19,49
c10254,79,68
c10255,57,22
c10256,12,5
c10257,50,31
c10258,18,71
c10259,15,15
c10260,17,81
c10261,16,63
c10262,15,46
c10263,62,33
c10264,1,45
c10265,1,4
c10266,28,14
c10267,14,43
c10268,29,56
c10269,3,22
c10270,7,63
c10271,14,84
c10272,3,9
c10273,3,76
c10274,23,16
c10275,10,88
c10276,18,95
c10277,36,84
c10278,1,53
c10279,23,14
c10280,11,17
c10281,5,43
c10282,6,25
c10283,2,11
c10284,5,25
c10285,64,29
c10286,30,30
c10287,1,90
c10288,16,16
c10289,11,66
c10290,30,30
c10291,19,99
c10292,50,57
c10293,1,82
c10294,3,22
c10295,62,88
c10296,25,25
c10297,61,90
c10298,16,73
c10299,1,24
c10300,22,22
c10301,1,11
c10302,13,13
c10303,6,6
c10304,31,31
c10305,30,100
c10306,16,11
c10307,25,25
c10308,7,7
c10309,9,46
c10310,29,29
c10311,38,61
c10312,41,41
c10313,60,47
c10314,34,55
c10315,2,28
c10316,20,27
c10317,17,44
c10318,23,63
c10319,36,64
c10320,6,26
c10321,19,19
c10322,35,35
c10323,1,1
c10324,3,53
c10325,29,56
c10326,2,24
c10327,4,98
c10328,37,8
c10329,50,48
c10330,37,13
c10331,27,27
c10332,15,86
c10333,30,38
c10334,9,59
c10335,17,8
c10336,16,67
c10337,9,42
c10338,9,9
c10339,2,2
c10340,9,36
c10341,2,37
c10342,11,4
c10343,33,17
c10344,31,32
c10345,3,95
c10346,5,5
c10347,19,19
c10348,4,16
c10349,4,72
c10350,60,3
c10351,3,66
c10352,41,18
c10353,1,94
c10354,7,61
c10355,19,12
c10356,8,20
c10357,8,8
c10358,2,50
c10359,89,23
c10360,7,41
c10361,24,38
c10362,15,89
c10363,20,20
c10364,2,64
c10365,1,94
c10366,19,72
c10367,2,2
c10368,52,76
c10369,24,24
c10370,3,3
c10371,8,55
c10372,17,96
c10373,12,74
c10374,10,13
c10375,19,37
c10376,13,36
c10377,31,7
c10378,3,53
c10379,46,69
c10380,15,15
c10381,2,2
c10382,31,4
c10383,9,9
c10384,30,82
c10385,5,27
c10386,13,92
c10387,8,89
c10388,5,30
c10389,39,92
c10390,8,8
c10391,8,64
c10392,35,37
c10393,1,79
c10394,5,79
c10395,21,96
c10396,31,31
c10397,31,35
c10398,14,21
c10399,7,74
c10400,47,66
c10401,15,15
c10402,10,70
c10403,9,9
c10404,5,68
c10405,3,100
c10406,2,18
c10407,13,54
c10408,30,30
c10409,15,35
c10410,3,37
c10411,17,53
c10412,34,80
c10413,1,21
c10414,10,94
c10415,48,48
c10416,3,88
c10417,46,34
c10418,9,26
c10419,29,14
c10420,2,2
c10421,2,69
c10422,5,94
c10423,26,35
c10424,11,11
c10425,11,44
c10426,54,54
c10427,1,46
c10428,50,50
c10429,78,79
c10430,11,11
c10431,3,57
c10432,16,99
c10433,62,79
c10434,4,28
c10435,21,70
c10436,1,52
c10437,86,86
c10438,1,7
c10439,7,72
c10440,13,94
c10441,29,29
c10442,2,2
c10443,17,17
c10444,53,76
c10445,11,48
c10446,66,62
c10447,6,14
c10448,30,7
c10449,9,55
c10450,10,83
c10451,65,57
c10452,24,24
c10453,34,100
c10454,66,72
c10455,7,78
c10456,18,55
c10457,4,4
c10458,11,11
c10459,62,62
c10460,24,88
c10461,42,37
c10462,4,4
c10463,28,45
c10464,23,58
c10465,17,16
c10466,12,66
c10467,3,14
c10468,10,34
c10469,1,99
c10470,59,29
c10471,4,55
c10472,22,6
c10473,32,60
c10474,28,28
c10475,39,60
c10476,13,57
c10477,11,35
c10478,5,38
c10479,3,87
c10480,44,44
c10481,4,13
c10482,12,80
c10483,10,40
c10484,21,21
c10485,4,47
c10486,17,26
c10487,27,82
c10488,6,10
c10489,9,9
c10490,15,47
c10491,29,78
c10492,18,26
c10493,4,43
c10494,43,17
c10495,22,22
c10496,9,32
c10497,3,42
c10498,20,75
c10499,24,24
c10500,37,37
c10501,3,45
c10502,25,25
c10503,6,86
c10504,22,30
c10505,23,90
c10506,13,15
c10507,26,75
c10508,9,6
c10509,3,83
c10510,10,37
c10511,11,11
c10512,3,33
c10513,5,72
c10514,18,29
c10515,38,48
c10516,29,29
c10517,11,84
c10518,10,6
c10519,15,15
c10520,38,7
c10521,23,90
c10522,53,3
c10523,19,29
c10524,39,31
c10525,20,24
c10526,87,61
c10527,87,92
c10528,9,77
c10529,22,12
c10530,17,27
c10531,16,25
c10532,6,63
c10533,23,41
c10534,7,80
c10535,8,49
c10536,46,97
c10537,61,6
c10538,5,73
c10539,4,42
c10540,43,43
c10541,1,26
c10542,34,58
c10543,9,9
c10544,9,59
c10545,16,84
c10546,29,78
c10547,13,74
c10548,79,76
c10549,14,14
c10550,21,70
c10551,7,21
c10552,23,93
c10553,19,19
c10554,14,88
c10555,14,90
c10556,28,56
c10557,27,71
c10558,1,90
c10559,29,51
c10560,11,10
c10561,2,68
c10562,14,14
c10563,18,70
c10564,11,7
c10565,2,44
c10566,10,10
c10567,2,22
c10568,23,23
c10569,7,71
c10570,44,44
c10571,41,15
c10572,44,38
c10573,6,6
c10574,62,62
c10575,4,55
c10576,16,16
c10577,12,9
c10578,54,15
c10579,27,93
c10580,23,82
c10581,23,54
c10582,22,17
c10583,8,77
c10584,11,20
c10585,7,97
c10586,17,67
c10587,14,21
c10588,17,50
c10589,7,33
c10590,31,85
c10591,72,70
c10592,3,50
c10593,1,25
c10594,32,86
c10595,9,11
c10596,7,23
c10597,78,58
c10598,12,5
c10599,9,9
c10600,70,50
c10601,6,6
c10602,6,55
c10603,18,50
c10604,37,66
c10605,5,5
c10606,21,38
c10607,8,44
c10608,18,39
c10609,19,52
c10610,26,10
c10611,14,14
c10612,57,57
c10613,19,31
c10614,10,48
c10615,17,98
c10616,10,59
c10617,1,16
c10618,6,18
c10619,82,26
c10620,13,39
c10621,9,95
c10622,34,55
c10623,22,22
c10624,68,10
c10625,26,49
c10626,10,25
c10627,25,25
c10628,35,52
c10629,26,15
c10630,23,6
c10631,43,27
c10632,2,85
c10633,8,28
c10634,29,29
c10635,4,81
c10636,42,5
c10637,20,55
c10638,68,56
c10639,7,99
c10640,55,31
c10641,55,70
c10642,48,20
c10643,3,38
c10644,1,4
c10645,3,44
c10646,6,13
c10647,3,3
c10648,1,39
c10649,37,63
c10650,25,40
c10651,48,10
c10652,26,21
c10653,14,57
c10654,26,72
c10655,16,69
c10656,22,11
c10657,91,20
c10658,12,85
c10659,24,24
c10660,23,86
c10661,8,66
c10662,23,72
c10663,5,57
c10664,2,66
c10665,10,95
c10666,19,98
c10667,15,56
c10668,68,43
c10669,30,82
c10670,18,96
c10671,3,83
c10672,8,90
c10673,23,70
c10674,7,68
c10675,7,1
c10676,1,1
c10677,24,91
c10678,9,44
c10679,43,76
c10680,1,53
c10681,9,9
c10682,13,14
c10683,1,1
c10684,37,82
c10685,16,34
c10686,22,48
c10687,3,10
c10688,2,2
c10689,4,52
c10690,26,77
c10691,23,23
c10692,8,91
c10693,17,17
c10694,1,19
c10695,2,2
c10696,18,74
c10697,36,57
c10698,10,88
c10699,74,42
c10700,25,22
c10701,11,11
c10702,12,8
c10703,6,31
c10704,33,47
c10705,12,70
c10706,18,95
c10707,35,23
c10708,28,87
c10709,36,68
c10710,33,37
c10711,4,93
c10712,41,41
c10713,35,23
c10714,15,48
c10715,3,84
c10716,3,20
c10717,46,64
c10718,22,14
c10719,5,5
c10720,14,82
c10721,3,93
c10722,34,58
c10723,2,85
c10724,11,44
c10725,1,49
c10726,17,17
c10727,10,31
c10728,41,1
c10729,4,78
c10730,53,2
c10731,11,11
c10732,6,91
c10733,2,53
c10734,1,49
c10735,41,36
c10736,31,67
c10737,4,74
c10738,38,61
c10739,11,17
c10740,17,42
c10741,14,39
c10742,2,62
c10743,21,21
c10744,4,4
c10745,1,8
c10746,7,3
c10747,9,100
c10748,55,55
c10749,9,56
c10750,12,99
c10751,5,2
c10752,6,82
c10753,2,17
c10754,31,42
c10755,28,2
c10756,4,92
c10757,17,78
c10758,63,63
c10759,16,3
c10760,25,36
c10761,14,14
c10762,18,7
c10763,20,89
c10764,32,80
c10765,7,43
c10766,6,6
c10767,13,13
c10768,32,100
c10769,24,5
c10770,23,25
c10771,5,61
c10772,15,40
c10773,3,58
c10774,25,17
c10775,21,65
c10776,27,17
c10777,4,43
c10778,41,33
c10779,16,37
c10780,14,14
c10781,21,52
c10782,35,73
c10783,2,52
c10784,27,49
c10785,7,59
c10786,4,16
c10787,8,17
c10788,1,82
c10789,43,45
c10790,20,94
c10791,6,79
c10792,31,31
c10793,52,54
c10794,8,91
c10795,4,4
c10796,6,6
c10797,12,27
c10798,2,2
c10799,19,81
c10800,3,56
c10801,34,2
c10802,8,76
c10803,1,21
c10804,15,92
c10805,3,3
c10806,55,8
c10807,20,43
c10808,54,54
c10809,38,24
c10810,4,4
c10811,15,24
c10812,11,47
c10813,18,3
c10814,9,21
c10815,5,87
c10816,1,82
c10817,26,96
c10818,15,15
c10819,36,50
c10820,8,26
c10821,1,73
c10822,10,56
c10823,51,51
c10824,2,15
c10825,31,31
c10826,16,13
c10827,13,58
c10828,3,1
c10829,12,12
c10830,13,32
c10831,14,14
c10832,2,99
c10833,2,85
c10834,3,80
c10835,11,77
c10836,39,12
c10837,4,64
c10838,56,57
c10839,10,64
c10840,13,40
c10841,17,98
c10842,40,40
c10843,27,62
c10844,1,13
c10845,8,8
c10846,5,5
c10847,14,71
c10848,2,96
c10849,14,80
c10850,20,20
c10851,37,8
c10852,48,36
c10853,6,100
c10854,26,99
c10855,3,53
c10856,15,36
c10857,42,69
c10858,7,7
c10859,2,14
c10860,15,82
c10861,14,42
c10862,78,13
c10863,1,47
c10864,39,73
c10865,3,24
c10866,14,32
c10867,7,20
c10868,51,41
c10869,5,36
c10870,24,52
c10871,44,14
c10872,1,28
c10873,19,72
c10874,53,53
c10875,5,28
c10876,43,10
c10877,31,31
c10878,1,78
c10879,13,8
c10880,42,69
c10881,1,99
c10882,5,54
c10883,56,85
c10884,3,30
c10885,48,32
c10886,16,5
c10887,22,43
c10888,34,83
c10889,16,39
c10890,24,73
c10891,5,93
c10892,15,72
c10893,4,59
c10894,3,7
c10895,16,99
c10896,24,24
c10897,69,17
c10898,24,34
c10899,9,9
c10900,80,93
c10901,15,1
c10902,17,86
c10903,4,94
c10904,7,2
c10905,3,77
c10906,44,53
c10907,18,77
c10908,27,90
c10909,23,23
c10910,3,44
c10911,67,73
c10912,14,15
c10913,8,52
c10914,10,10
c10915,25,46
c10916,5,77
c10917,1,1
c10918,24,54
c10919,4,87
c10920,20,71
c10921,11,11
c10922,24,43
c10923,13,90
c10924,9,9
c10925,29,98
c10926,12,53
c10927,39,70
c10928,2,86
c10929,18,12
c10930,18,59
c10931,32,54
c10932,18,49
c10933,12,87
c10934,6,91
c10935,15,26
c10936,50,60
c10937,28,28
c10938,8,57
c10939,8,8
c10940,8,78
c10941,15,40
c10942,19,28
c10943,15,79
c10944,48,55
c10945,7,69
c10946,24,45
c10947,21,21
c10948,7,60
c10949,16,97
c10950,16,16
c10951,14,37
c10952,7,7
c10953,20,45
c10954,33,82
c10955,13,13
c10956,4,25
c10957,15,12
c10958,43,7
c10959,20,38
c10960,1,40
c10961,7,69
c10962,6,6
c10963,68,70
c10964,77,18
c10965,2,71
c10966,9,66
c10967,28,69
c10968,25,8
c10969,11,11
c10970,39,33
c10971,15,25
c10972,18,53
c10973,10,31
c10974,6,64
c10975,39,81
c10976,8,67
c10977,1,88
c10978,2,25
c10979,7,37
c10980,14,33
c10981,18,12
c10982,93,79
c10983,1,48
c10984,1,1
c10985,8,8
c10986,1,1
c10987,8,8
c10988,32,59
c10989,3,5
c10990,85,98
c10991,1,25
c10992,40,100
c10993,2,24
c10994,2,83
c10995,5,13
c10996,37,60
c10997,18,26
c10998,9,53
c10999,17,17
c11000,12,12
c11001,2,33
c11002,7,7
c11003,41,41
c11004,21,21
c11005,18,18
c11006,18,15
c11007,62,62
c11008,15,68
c11009,9,9
c11010,20,9
c11011,23,67
c11012,5,96
c11013,1,73
c11014,3,36
c11015,10,24
c11016,1,25
c11017,18,18
c11018,19,26
c11019,1,67
c11020,5,34
c11021,24,24
c11022,9,76
c11023,37,58
c11024,48,29
c11025,8,83
c11026,16,72
c11027,28,59
c11028,10,10
c11029,22,39
c11030,19,19
c11031,15,84
c11032,10,66
c11033,28,6
c11034,1,1
c11035,37,17
c11036,23,69
c11037,40,14
c11038,44,91
c11039,68,68
c11040,30,75
c11041,46,92
c11042,4,84
c11043,4,28
c11044,55,7
c11045,21,81
c11046,14,97
c11047,55,55
c11048,24,59
c11049,3,53
c11050,11,13
c11051,14,27
c11052,11,93
c11053,8,2
c11054,2,69
c11055,8,100
c11056,39,34
c11057,38,53
c11058,56,47
c11059,4,51
c11060,21,38
c11061,8,82
c11062,13,37
c11063,1,1
c11064,11,79
c11065,6,6
c11066,6,9
c11067,1,60
c11068,15,73
c11069,3,33
c11070,6,74
c11071,33,52
c11072,7,54
c11073,21,63
c11074,6,66
c11075,13,13
c11076,28,8
c11077,5,89
c11078,30,30
c11079,4,11
c11080,40,87
c11081,3,90
c11082,29,57
c11083,4,9
c11084,16,82
c11085,58,92
c11086,50,83
c11087,2,79
c11088,13,83
c11089,17,17
c11090,11,3
c11091,20,73
c11092,3,84
c11093,14,30
c11094,4,3
c11095,10,26
c11096,10,6
c11097,2,71
c11098,30,50
c11099,30,14
c11100,75,13
c11101,22,22
c11102,43,11
c11103,1,93
c11104,23,65
c11105,48,95
c11106,2,23
c11107,2,7
c11108,11,54
c11109,22,84
c11110,43,99
c11111,13,95
c11112,2,2
c11113,21,29
c11114,4,79
c11115,11,36
c11116,44,49
c11117,2,91
c11118,17,68
c11119,22,34
c11120,11,13
c11121,1,1
c11122,31,31
c11123,5,54
c11124,29,27
c11125,55,29
c11126,12,10
c11127,5,17
c11128,51,80
c11129,15,66
c11130,78,71
c11131,3,35
c11132,6,43
c11133,10,21
c11134,11,11
c11135,22,46
c11136,7,79
c11137,14,97
c11138,13,19
c11139,12,44
c11140,13,51
c11141,1,41
c11142,31,15
c11143,9,87
c11144,56,2
c11145,6,83
c11146,1,40
c11147,12,2
c11148,7,74
c11149,16,42
c11150,3,53
c11151,11,11
c11152,47,42
c11153,3,3
c11154,6,98
c11155,6,90
c11156,2,90
c11157,11,19
c11158,17,98
c11159,3,45
c11160,26,19
c11161,3,98
c11162,33,33
c11163,22,22
c11164,38,38
c11165,3,30
c11166,30,44
c11167,7,46
c11168,3,57
c11169,40,75
c11170,1,72
c11171,46,49
c11172,55,41
c11173,23,15
c11174,24,74
c11175,10,83
c11176,31,31
c11177,5,21
c11178,3,46
c11179,13,19
c11180,9,88
c11181,7,14
c11182,6,8
c11183,7,24
c11184,3,98
c11185,4,73
c11186,57,33
c11187,14,79
c11188,9,9
c11189,7,80
c11190,5,5
c11191,25,84
c11192,11,25
c11193,18,22
c11194,33,33
c11195,17,89
c11196,23,23
c11197,9,12
c11198,4,10
c11199,39,26
c11200,4,100
c11201,11,11
c11202,21,21
c11203,2,77
c11204,19,60
c11205,3,3
c11206,21,26
c11207,10,50
c11208,28,41
c11209,18,11
c11210,75,10
c11211,25,10
c11212,2,13
c11213,17,36
c11214,21,54
c11215,40,27
c11216,19,19
c11217,14,7
c11218,24,24
c11219,19,8
c11220,4,45
c11221,14,56
c11222,76,76
c11223,25,43
c11224,10,10
c11225,64,95
c11226,23,57
c11227,3,42
c11228,9,52
c11229,33,20
c11230,1,11
c11231,20,94
c11232,47,47
c11233,17,17
c11234,2,60
c11235,8,14
c11236,33,33
c11237,14,98
c11238,67,9
c11239,18,32
c11240,65,48
c11241,10,34
c11242,49,49
c11243,1,97
c11244,6,16
c11245,13,36
c11246,11,76
c11247,37,38
c11248,17,17
c11249,6,40
c11250,19,6
c11251,46,30
c11252,20,12
c11253,14,32
c11254,6,77
c11255,1,1
c11256,31,13
c11257,14,43
c11258,15,66
c11259,3,99
c11260,26,26
c11261,23,28
c11262,66,31
c11263,7,6
c11264,31,54
c11265,18,100
c11266,1,28
c11267,4,11
c11268,19,23
c11269,3,27
c11270,32,32
c11271,17,17
c11272,6,92
c11273,5,3
c11274,12,53
c11275,6,62
c11276,4,95
c11277,18,45
c11278,4,90
c11279,8,28
c11280,12,32
c11281,25,4
c11282,12,39
c11283,4,38
c11284,36,49
c11285,27,28
c11286,18,31
c11287,17,54
c11288,16,21
c11289,3,1
c11290,4,84
c11291,4,4
c11292,71,21
c11293,32,32
c11294,6,64
c11295,51,13
c11296,29,59
c11297,8,61
c11298,13,13
c11299,10,64
c11300,24,24
c11301,34,63
c11302,85,85
c11303,22,22
c11304,6,59
c11305,36,41
c11306,21,22
c11307,59,20
c11308,4,4
c11309,12,91
c11310,26,17
c11311,27,37
c11312,1,16
c11313,2,11
c11314,19,3
c11315,49,2
c11316,2,99
c11317,21,47
c11318,74,61
c11319,11,69
c11320,57,79
c11321,2,98
c11322,28,35
c11323,13,83
c11324,23,48
c11325,38,92
c11326,11,100
c11327,20,96
c11328,16,30
c11329,21,14
c11330,13,98
c11331,10,1
c11332,6,29
c11333,75,83
c11334,1,33
c11335,15,34
c11336,5,77
c11337,17,17
c11338,3,41
c11339,13,45
c11340,12,20
c11341,12,12
c11342,18,86
c11343,6,6
c11344,1,15
c11345,33,79
c11346,7,1
c11347,18,18
c11348,42,42
c11349,4,70
c11350,2,2
c11351,1,91
c11352,4,37
c11353,3,90
c11354,80,19
c11355,25,80
c11356,30,12
c11357,22,98
c11358,6,33
c11359,67,67
c11360,25,82
c11361,12,11
c11362,42,28
c11363,23,56
c11364,3,3
c11365,12,12
c11366,31,43
c11367,14,45
c11368,83,78
c11369,15,40
c11370,3,87
c11371,21,70
c11372,42,19
c11373,19,73
c11374,18,68
c11375,34,23
c11376,15,15
c11377,15,15
c11378,14,43
c11379,12,72
c11380,7,73
c11381,32,94
c11382,8,78
c11383,16,20
c11384,28,91
c11385,14,39
c11386,5,41
c11387,30,55
c11388,41,26
c11389,90,92
c11390,2,43
c11391,21,43
c11392,30,15
c11393,4,54
c11394,1,22
c11395,25,99
c11396,19,80
c11397,11,10
c11398,14,3
c11399,2,1
c11400,28,1
c11401,6,57
c11402,12,4
c11403,5,58
c11404,18,18
c11405,50,50
c11406,4,63
c11407,10,73
c11408,27,76
c11409,34,34
c11410,46,49
c11411,10,38
c11412,1,79
c11413,1,91
c11414,35,66
c11415,23,75
c11416,28,58
c11417,5,5
c11418,2,13
c11419,58,71
c11420,2,63
c11421,4,56
c11422,6,85
c11423,46,46
c11424,63,85
c11425,11,65
c11426,7,4
c11427,5,5
c11428,3,48
c11429,4,10
c11430,35,21
c11431,27,48
c11432,6,23
c11433,59,92
c11434,15,59
c11435,43,23
c11436,17,47
c11437,11,88
c11438,5,35
c11439,4,86
c11440,20,78
c11441,2,89
c11442,12,84
c11443,13,22
c11444,22,24
c11445,11,64
c11446,3,39
c11447,1,18
c11448,16,16
c11449,18,6
c11450,15,40
c11451,5,21
c11452,11,11
c11453,10,10
c11454,18,17
c11455,10,69
c11456,29,54
c11457,8,64
c11458,4,17
c11459,30,88
c11460,8,5
c11461,30,87
c11462,1,14
c11463,2,36
c11464,1,79
c11465,52,52
c11466,43,37
c11467,13,32
c11468,19,55
c11469,12,1
c11470,6,69
c11471,5,91
c11472,44,26
c11473,39,12
c11474,4,4
c11475,9,53
c11476,1,88
c11477,23,40
c11478,3,88
c11479,6,54
c11480,12,20
c11481,7,45
c11482,21,69
c11483,34,78
c11484,24,24
c11485,54,60
c11486,6,8
c11487,6,5
c11488,23,45
c11489,7,15
